City,Description,Temperature (F),Feels Like (F),Minimun Temp (F),Maximum Temp (F),Pressure,Humidty,Wind Speed,Time of Record,Sunrise (Local Time),Sunset (Local Time)
Pune,scattered clouds,81.41000000000008,80.76200000000006,81.41000000000008,81.41000000000008,1016,38,4.52,2026-01-12 13:15:20+05:30,2026-01-12 07:09:21+05:30,2026-01-12 18:15:42+05:30
